BedroomAbvGr,KitchenAbvGr,OverallCond,SalePrice,RoofSurface,GrLivArea,GarageFinish_Fin,GarageFinish_No Garage,GarageFinish_RFn,GarageFinish_Unf,CentralAir,sin_MoSold,cos_MoSold
0.25,0.3333333333333333,0.625,156000,0.615164205422085,-0.8528389339513326,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,145000,0.3857174344280362,0.06334492081884897,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.5,0.3333333333333333,0.5,198500,0.7515979722283447,0.7076091154886056,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.875,118000,0.10623760193960768,-0.7369640787949016,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,190000,0.47696715891558294,0.16994978756276555,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.75,147000,0.5585188450517964,-0.1853997682502897,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,159000,0.9620894864447873,-0.10814986481266899,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,165000,0.2215120123429579,-0.05098493626882966,0.0,0.0,1.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.25,0.3333333333333333,0.625,132000,0.8011902137976636,-0.30281962147547314,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.75,162000,0.5247961207846594,-0.2734646581691773,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,172400,0.9113951950628167,0.3089996137504828,0.0,0.0,1.0,0.0,1,0.0,1.0
0.5,0.3333333333333333,0.375,134432,0.25369186687238265,0.19157976052529935,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,125000,0.9554771875688781,-1.100038624951719,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387
0.375,0.3333333333333333,0.625,123000,0.06524134890897068,-0.22402471996910003,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.5,0.3333333333333333,0.5,219500,0.5827639409301301,0.7168791039011201,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.125,0.3333333333333333,0.0,61000,0.6548379986775402,-0.8651989185013519,0.0,1.0,0.0,0.0,0,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,148000,0.42539122768349125,-0.8497489378138278,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.5,0.3333333333333333,0.5,340000,0.6698258761296011,1.548088064889919,0.0,0.0,1.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.125,0.3333333333333333,0.125,394432,0.03923297333039455,0.6056392429509463,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,179000,0.9900815516861363,0.5191193511008111,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.625,127000,0.6931893321578135,0.350714561606798,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,187750,0.4569098523253251,-0.2518346852066435,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,213500,0.19947101608992726,0.5144843568945539,0.0,0.0,1.0,0.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.25,76000,0.8331496583645581,-1.0505986867516415,0.0,0.0,0.0,1.0,0,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,240000,0.07339651752259202,0.7555040556199305,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,192000,0.5296451399603262,-0.30127462340672073,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.625,0.3333333333333333,0.25,81000,0.7628388803173903,-0.43259945925067594,0.0,1.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.625,125000,0.6012783777826758,-0.5237543453070683,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,191000,0.16949526118580563,0.023174971031286212,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,426000,0.12783777826757772,1.3410583236770954,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.5,0.3333333333333333,0.875,119000,0.5825435309675997,-0.14986481266898416,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,215000,0.4487546837117038,0.7678640401699498,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.75,106500,0.45492616266255237,-0.899188876013905,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,100000,0.35309675997355083,-1.0444186944766318,0.0,1.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.625,109000,0.07912717654838,-0.6643491695635381,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,129000,0.610756006171479,-0.4943993820007725,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,123000,0.7266916464624201,-0.880648899188876,0.0,0.0,1.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.5,0.3333333333333333,0.5,169500,0.027330835353757993,0.5376593279258401,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.125,67000,0.02556755565351554,-0.5979142526071842,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.25,0.3333333333333333,0.5,241000,0.3861582543530967,0.1328698339127076,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.125,0.3333333333333333,0.5,245500,0.11196826096539564,-0.2719196601004249,1.0,0.0,0.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.5,164990,0.35508044963632357,-0.23792970258787177,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.875,108000,0.8629050033061495,-1.2236384704519119,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.5,0.3333333333333333,0.5,258000,0.6521930791271765,1.2344534569331789,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,168000,0.25148776724707955,0.16685979142526072,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.375,150000,0.7465285430901477,0.2410196987253766,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,115000,0.4421423848357946,0.2703746620316725,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.5,0.3333333333333333,0.75,177000,0.8864888692968922,0.33371958285052145,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,280000,0.11218867092792595,1.0938586326767092,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,339750,0.3383292924840203,0.9486288142139823,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.25,60000,0.8371170376901036,-0.29045963692545385,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,145000,0.9321137315406656,-0.6303592120509849,1.0,0.0,0.0,0.0,0,0.0,1.0
0.25,0.3333333333333333,0.5,222000,0.7967820145470575,0.021629972962533797,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.625,115000,0.5741679523914481,-0.6736191579760525,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,228000,0.2664756446991404,0.9779837775202781,0.0,0.0,0.0,1.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.5,181134,0.8080229226361032,-0.19157976052529935,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.75,149500,0.06722503857174345,-0.0988798764001545,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.5,0.3333333333333333,0.625,239000,0.8141944015869518,1.7921977597528003,0.0,0.0,0.0,1.0,0,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.625,126000,0.7566674013665418,-0.5098493626882966,0.0,0.0,0.0,1.0,0,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.625,142000,0.06810667842186469,-0.6303592120509849,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.25,0.6666666666666666,0.5,206300,0.7110425391227684,-0.1853997682502897,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.75,215000,0.8946440379105136,0.21320973348783315,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,113000,0.40401146131805155,-0.7354190807261491,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.5,0.3333333333333333,0.5,315000,0.811549482036588,1.8014677481653147,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,139000,0.19131584747630595,-0.41405948242564694,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.875,135000,0.038130923517743,-0.11587485515643106,0.0,0.0,0.0,1.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,275000,0.9781794137094997,0.27809965237543455,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.625,109008,0.23407538020718535,-0.8605639242950947,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,195400,0.9775181838219087,-0.395519505600618,0.0,0.0,1.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.375,0.3333333333333333,0.5,175000,0.4899713467048711,-0.08033989957512554,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,85400,0.348908970685475,-0.7369640787949016,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.5,0.3333333333333333,0.75,79900,0.9830284328851664,-0.4109694862881421,0.0,1.0,0.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,122500,0.04452281243112188,-0.15295480880648898,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,181000,0.5109102931452502,0.21629972962533797,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.125,0.3333333333333333,0.75,81000,0.07141282785981928,-1.2885283893395134,0.0,1.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.625,212000,0.17478510028653296,0.30436461954422556,0.0,0.0,1.0,0.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.875,116000,0.42913819704650646,-0.5345693317883352,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.25,0.3333333333333333,0.75,119000,0.5135552126956139,-0.8651989185013519,0.0,0.0,0.0,1.0,1,0.0,1.0
0.25,0.3333333333333333,0.625,90350,0.040996253030637,-1.1896485129393588,0.0,0.0,0.0,1.0,0,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.875,110000,0.27727573286312546,-0.41405948242564694,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.5,555000,0.6991404011461319,1.4492081884897643,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.5,0.6666666666666666,0.375,118000,0.2722063037249284,-0.03707995365005794,0.0,1.0,0.0,0.0,0,-0.8660254037844384,-0.5000000000000004
0.375,0.3333333333333333,0.75,162900,0.8935419880978621,0.16840478949401314,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,172500,0.8607009036808464,-0.3182696021629973,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,0.5,210000,0.4815957681287194,0.6859791425260718,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,127500,0.664756446991404,0.34762456546929316,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.25,0.3333333333333333,0.625,190000,0.09874366321357725,0.6550791811510236,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,0.5,199900,0.42054220850782453,0.6519891850135188,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,119500,0.7703328190434208,-0.13595983005021245,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.75,120000,0.6940709720079348,-0.43414445731942836,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.875,110000,0.41723605906986994,-1.0057937427578216,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,280000,0.3932113731540665,0.10660486674391657,0.0,0.0,0.0,1.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.5,204000,0.02578796561604585,0.4511394360757049,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,210000,0.9332157813533173,0.19466975666280417,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.6666666666666666,0.5,188000,0.1071192417897289,0.4078794901506373,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,175500,0.7405774741018294,-0.3429895712630359,0.0,0.0,0.0,1.0,1,-0.8660254037844384,-0.5000000000000004
0.5,0.3333333333333333,0.5,98000,0.5325104694732202,-0.1853997682502897,0.0,0.0,0.0,1.0,0,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.625,256000,0.11262949085298657,0.3074546156817304,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.75,161000,0.6067886268459335,0.3120896098879876,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.375,110000,0.7800308573947542,-0.40324449594438005,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,263435,0.6764381750055103,0.727694090382387,1.0,0.0,0.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,1.0,155000,0.13136433766806263,-0.5083043646195442,0.0,0.0,1.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,62383,0.4789508485783557,-0.9269988412514485,0.0,0.0,0.0,1.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.75,188700,0.5289839100727353,0.30281962147547314,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,124000,0.07427815737271326,-0.6550791811510236,0.0,1.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.5,178740,0.4458893541988098,-0.0772499034376207,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,167000,0.3427374917346264,-0.28891463885670143,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.75,146500,0.6059069869958122,0.27809965237543455,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,250000,0.6279479832488428,0.26264967168791037,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,187000,0.8415252369407097,0.38006952491309387,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.125,0.3333333333333333,0.5,212000,0.3001983689662773,0.05870992661259174,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.625,190000,0.5801190213797663,0.7802240247199691,0.0,0.0,1.0,0.0,1,-0.866025403784439,0.4999999999999993
0.25,0.3333333333333333,0.5,148000,0.2869737712144589,-0.6056392429509463,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,440000,0.7564469914040115,0.791039011201236,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,251000,0.6605686577033282,0.29045963692545385,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.625,132500,0.8313863786643156,-0.7632290459636926,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,208900,0.877011240908089,0.044804943993820005,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,380000,0.7075159797222834,1.8215527230590962,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,297000,0.14150319594445668,0.39242950946311317,0.0,0.0,1.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.75,89471,0.6850341635441922,-0.5144843568945539,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,326000,0.694952611858056,0.5963692545384318,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,374000,0.7720960987436633,0.5067593665507918,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.5,0.3333333333333333,0.875,155000,0.9468811990301962,0.5592893008883739,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,164000,0.7720960987436633,-0.3831595210505987,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.75,132500,0.7802512673572846,-0.7184241019698725,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.75,147000,0.5082653735948864,-0.5422943221320974,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.75,156000,0.8931011681728014,-0.6040942448821939,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.625,175000,0.9263830725148776,0.03089996137504828,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387
0.375,0.6666666666666666,0.375,160000,0.9623098964073176,1.4677481653147935,0.0,0.0,0.0,1.0,0,0.8660254037844388,-0.4999999999999998
0.125,0.3333333333333333,0.875,86000,0.8199250606127397,-1.2885283893395134,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.625,115000,0.9933877011240908,-0.24719969100038625,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.75,133000,0.35177430019836897,0.1761297798377752,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,172785,0.09874366321357725,-0.012359984550019312,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.625,155000,0.10094776283888032,-0.30127462340672073,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.875,91300,0.9554771875688781,-0.8930088837388953,0.0,0.0,0.0,1.0,1,-0.5000000000000004,0.8660254037844384
0.25,0.3333333333333333,0.5,34900,0.7738593784439056,-1.149478563151796,0.0,1.0,0.0,0.0,0,-0.866025403784439,0.4999999999999993
0.5,0.3333333333333333,0.5,430000,0.5292043200352656,2.7253765932792584,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.5,0.3333333333333333,0.625,184000,0.13775622658144152,0.5500193124758594,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.75,130000,0.22768349129380647,-0.872923908845114,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.75,120000,0.023583865990742775,-0.8528389339513326,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,113000,0.9960326206744545,-0.38006952491309387,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,226700,0.9052237161119683,0.4696794129007339,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.25,0.3333333333333333,0.75,140000,0.4425832047608552,-0.3862495171881035,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.125,0.3333333333333333,0.875,289000,0.11218867092792595,0.5206643491695635,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,147000,0.35177430019836897,-0.2193897257628428,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.6666666666666666,0.5,124500,0.4284769671589156,0.7663190421011974,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,215000,0.07383733744765264,0.6906141367323291,0.0,0.0,1.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,208300,0.23098964073176106,-0.38006952491309387,1.0,0.0,0.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.375,0.3333333333333333,1.0,161000,0.024245095878333706,-0.1328698339127076,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.625,124500,0.9080890456248623,-0.6535341830822712,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.75,164900,0.32730879435750493,-0.1560448049439938,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,202665,0.7974432444346484,-0.14831981460023175,0.0,0.0,1.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,129900,0.25545514657262514,-0.9269988412514485,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,134000,0.04386158254353098,-0.593279258400927,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,96500,0.574829182279039,-1.0428736964078795,0.0,0.0,0.0,1.0,0,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,402861,0.5232532510469473,0.8590189262263422,1.0,0.0,0.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.375,0.3333333333333333,0.625,158000,0.06788626845933438,1.0119737350328313,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,265000,0.26581441481154955,1.3595983005021244,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,211000,0.7028873705091471,0.5129393588258014,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,1.0,234000,0.49217544633017407,0.9517188103514871,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.6666666666666666,0.75,106250,0.18073616927485123,-0.26264967168791037,0.0,1.0,0.0,0.0,0,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.625,150000,0.16398501212254793,-0.3398995751255311,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.75,159000,0.6515318492395856,0.3089996137504828,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,184750,0.13312761736830506,4.962533796832754,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,315750,0.33656601278377785,1.4430281962147546,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,176000,0.471236499889795,-0.30590961761297797,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.75,132000,0.8428476967158915,-0.8281189648512939,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,446261,0.711483359047829,1.929702587871765,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.25,0.3333333333333333,0.75,86000,0.8670927925942252,-1.3271533410583236,0.0,1.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.5,0.6666666666666666,0.25,200624,0.8598192638307252,1.6237929702587872,0.0,0.0,1.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,175000,0.9916244214238483,0.06952491309385864,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.875,128000,0.5765924619792815,-0.15758980301274622,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.75,107500,0.2550143266475645,-0.9841637697952877,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.125,0.3333333333333333,0.25,39300,0.8977297773859378,-1.745847817690228,0.0,1.0,0.0,0.0,0,0.0,1.0
0.375,0.3333333333333333,0.5,178000,0.9076482256998017,-0.0772499034376207,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.75,107500,0.024906325765924636,-0.18076477404403243,0.0,1.0,0.0,0.0,1,0.0,1.0
0.375,0.3333333333333333,0.5,188000,0.5576372052016751,0.40169949787562764,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,111250,0.2539122768349129,-0.9269988412514485,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,158000,0.9149217544633017,-0.4712244109694863,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,272000,0.6779810447432224,0.21166473541908074,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,315000,0.06546175887150099,0.5778292777134029,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.5,0.3333333333333333,0.5,248000,0.7189772977738594,1.268443414445732,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,213250,0.8743663213577254,0.33371958285052145,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.125,0.3333333333333333,0.5,133000,0.08044963632356184,-1.0768636539204326,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,179665,0.5904782896186908,0.04943993820007725,0.0,0.0,1.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.5,0.3333333333333333,0.5,229000,0.997795900374697,1.1108536114329857,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387
